house_age;total_rooms;total_bedrooms;median_income;ocean_proximity;price
13;1713;512;2.1287;INLAND;58600
52;2515;460;3.3844;INLAND;151100
47;2313;536;2.5639;INLAND;123000
19;2497;494;2.925;INLAND;142400
31;2036;501;2.5583;NEAR OCEAN;120700
16;2794;476;4.3286;NEAR OCEAN;213400
24;2171;511;3.194;NEAR OCEAN;276300
51;2564;457;5.6235;NEAR BAY;500001
52;2285;435;4.0208;NEAR OCEAN;323100
45;2604;454;3.6667;INLAND;123100
44;2440;485;4.149;<1H OCEAN;443600
28;2718;542;4.2059;<1H OCEAN;500001
12;3189;463;5.299;<1H OCEAN;226800
36;2241;437;3.9625;<1H OCEAN;288200
23;2705;449;6.0791;<1H OCEAN;316500
16;2411;420;6.5004;<1H OCEAN;263600
17;2363;473;4.8355;<1H OCEAN;141600
22;2737;512;2.83;INLAND;88700
33;2107;451;2.2024;INLAND;67200
10;1972;455;1.5407;INLAND;58400
35;2865;460;7.4882;NEAR BAY;319300
23;1689;461;2.1552;NEAR BAY;161400
28;2839;428;6.2135;INLAND;217200
29;1899;524;1.875;NEAR BAY;97200
20;1855;519;1.5547;INLAND;93900
26;2399;518;2.6765;INLAND;47600
34;2795;460;6.1464;<1H OCEAN;354400
46;2149;451;2.8841;<1H OCEAN;290800
13;1107;479;0.8185;<1H OCEAN;187500
22;1671;480;3.0119;<1H OCEAN;171400
35;2107;480;3.1513;<1H OCEAN;150000
38;1657;467;2.1429;<1H OCEAN;118500
41;1807;442;2.84;<1H OCEAN;156100
34;2242;436;4.4934;<1H OCEAN;185600
36;2565;458;4.6087;<1H OCEAN;224600
33;2189;497;2.3958;INLAND;94500
17;2116;474;3.5625;<1H OCEAN;180800
27;2489;481;5.8777;<1H OCEAN;358800
10;1711;499;1.6557;INLAND;65400
26;2599;498;2.7198;INLAND;70400
15;2895;498;5.102;NEAR OCEAN;417500
16;1200;468;3.045;NEAR OCEAN;100000
33;2573;436;4.2417;NEAR OCEAN;294100
21;2919;496;4.625;NEAR OCEAN;222800
34;2003;466;3.0613;NEAR OCEAN;136700
20;3425;448;6.2552;<1H OCEAN;296400
24;2618;485;3.5192;<1H OCEAN;159100
17;3348;481;6.6361;<1H OCEAN;308600
50;1922;427;3.5833;NEAR BAY;348500
44;2356;482;2.4949;INLAND;108000
5;3107;477;4.4766;INLAND;169400
39;2795;464;5.779;NEAR OCEAN;387100
50;3265;509;6.3997;<1H OCEAN;500001
52;2125;431;5.8186;<1H OCEAN;281100
33;2517;496;5.0785;<1H OCEAN;289500
34;1508;483;2.7279;NEAR BAY;365600
21;2400;485;1.7639;INLAND;55400
18;2933;481;5.0849;<1H OCEAN;188500
37;1995;448;2.1833;INLAND;92700
19;3238;629;4.8472;NEAR OCEAN;500001
45;2315;451;3.524;NEAR BAY;186200
26;2806;459;4.9107;<1H OCEAN;213800
42;2206;451;3.125;NEAR BAY;143900
43;2070;512;1.4635;INLAND;46600
52;2137;448;1.3029;INLAND;69100
36;1243;470;1.0714;<1H OCEAN;137500
52;2547;475;1.8214;<1H OCEAN;123200
52;3158;459;5.4223;INLAND;325600
34;2424;468;3.275;<1H OCEAN;189900
36;2381;419;4.6976;<1H OCEAN;171100
43;2641;411;6.4468;NEAR OCEAN;444200
29;2787;475;6.7613;<1H OCEAN;352700
52;2584;599;2.5263;NEAR OCEAN;286400
24;2437;438;3.8015;<1H OCEAN;169100
33;2489;546;2.9474;<1H OCEAN;178400
32;1979;491;2.4408;INLAND;117300
31;1540;452;1.8571;INLAND;98700
28;2300;419;3.4844;INLAND;127700
16;2918;444;5.3062;<1H OCEAN;195500
44;2527;518;3.875;NEAR OCEAN;275700
47;2373;461;4.175;INLAND;98300
41;2398;448;3.0352;INLAND;69800
8;2668;447;4.0156;INLAND;117600
27;2643;467;3.6398;INLAND;146700
27;2400;435;3.7687;INLAND;165200
23;2248;489;1.6429;INLAND;80400
35;2467;469;2.0425;INLAND;63700
22;4173;763;2.5562;INLAND;136200
52;2031;450;1.9327;NEAR BAY;169900
52;2156;458;3.2685;NEAR BAY;254200
11;2510;460;3.6161;INLAND;99500
24;2652;568;2.3256;INLAND;56800
35;2707;446;5.2939;<1H OCEAN;244200
35;2720;490;5.0796;<1H OCEAN;228300
36;2559;469;4.5568;<1H OCEAN;201500
35;1335;440;1.9722;<1H OCEAN;156300
52;1754;452;2.3716;<1H OCEAN;122800
44;1762;463;1.9231;<1H OCEAN;188500
29;2671;437;4.9844;INLAND;203000
33;2325;452;3.6625;<1H OCEAN;217100
38;2040;458;3.5227;<1H OCEAN;202400
52;2204;498;4.1765;NEAR OCEAN;393900
37;2379;462;4.25;<1H OCEAN;172100
36;2392;444;6.0088;<1H OCEAN;245900
17;4465;859;3.6875;INLAND;130400
21;2274;495;2.098;INLAND;49800
22;4397;931;4.5268;INLAND;108400
29;1650;496;2.2287;NEAR OCEAN;140000
20;1667;469;2.0893;NEAR OCEAN;101100
7;2327;490;3.3553;NEAR OCEAN;132200
9;1931;472;2.085;NEAR OCEAN;92600
33;2731;456;4.5568;NEAR OCEAN;175300
29;3558;447;8.093;<1H OCEAN;379600
26;812;507;2.3304;NEAR BAY;500001
34;2807;487;5.1893;NEAR BAY;420300
16;2229;458;3.4821;INLAND;170600
39;2076;482;3.1958;NEAR OCEAN;232100
33;1961;462;2.9896;<1H OCEAN;236000
8;1480;414;2.8203;NEAR BAY;284100
16;2599;430;4.6611;<1H OCEAN;349300
15;2740;503;3.4519;INLAND;128800
42;2106;533;3.1129;<1H OCEAN;149300
17;1690;464;1.439;<1H OCEAN;140600
37;2483;459;3.0721;INLAND;108100
11;2640;505;3.5673;INLAND;112000
39;2018;447;3.0757;NEAR BAY;151000
52;1846;471;2.6833;NEAR BAY;240900
16;3077;465;5.5;INLAND;179500
10;2939;605;2.3917;INLAND;79000
33;2478;457;5.6629;<1H OCEAN;186700
35;2215;459;4.0167;<1H OCEAN;193200
16;2426;426;4.8125;INLAND;224500
41;3039;482;7.4817;<1H OCEAN;500001
40;1931;449;2.575;<1H OCEAN;228400
32;2562;491;4.0985;<1H OCEAN;226200
36;2484;525;5.1815;NEAR OCEAN;500001
28;2075;463;3.9732;<1H OCEAN;281500
34;1943;500;1.1296;INLAND;93800
22;2124;450;2.1793;INLAND;71500
5;1998;500;4.3542;<1H OCEAN;195600
42;2334;435;3.0208;INLAND;148800
32;2894;427;6.2236;INLAND;159700
29;2637;512;2.99;INLAND;69400
34;2178;455;3.1719;NEAR OCEAN;115300
52;1578;487;2.4069;NEAR OCEAN;215000
37;2192;455;3.0588;NEAR OCEAN;120600
21;3770;491;6.7685;<1H OCEAN;294700
19;1872;489;2.1875;<1H OCEAN;121700
17;2033;452;3.2872;INLAND;175000
37;1673;444;2.0643;<1H OCEAN;246700
38;2835;447;5.9277;NEAR BAY;446600
24;3241;461;5.5983;<1H OCEAN;233300
46;2273;495;2.2532;INLAND;109400
41;1659;466;1.3527;INLAND;61200
42;2271;458;2.7583;INLAND;64900
42;1706;488;2.5213;<1H OCEAN;149700
49;2334;530;1.89;<1H OCEAN;124000
37;1812;500;1.9348;<1H OCEAN;99100
19;2461;521;10;<1H OCEAN;500001
33;2799;491;5.6435;<1H OCEAN;500001
36;2242;448;3.4464;INLAND;113000
8;2027;480;3.0806;INLAND;142400
34;1921;422;3.6648;<1H OCEAN;193900
39;1758;436;3.6406;<1H OCEAN;278900
33;2299;431;3.6458;<1H OCEAN;208100
6;1499;437;4.3164;<1H OCEAN;143200
33;1495;474;2.0694;<1H OCEAN;143500
27;2692;481;2.0417;INLAND;94200
32;2577;458;3.8796;NEAR BAY;175500
15;3191;482;8.6001;<1H OCEAN;500001
17;3353;463;5.1721;INLAND;237100
18;1734;467;1.9044;INLAND;154300
30;1772;500;2.3641;NEAR OCEAN;94100
52;2381;492;4.3898;NEAR BAY;270000
49;1852;429;3.495;NEAR BAY;217800
43;2108;456;3.1406;NEAR OCEAN;316200
31;1866;465;2.3547;<1H OCEAN;275900
27;2331;461;4.6654;<1H OCEAN;340700
27;3340;451;8.8178;<1H OCEAN;500001
30;1695;480;3.5045;NEAR BAY;352500
47;2310;484;2.2083;INLAND;97300
31;2053;465;1.4923;INLAND;44400
32;2352;477;2.2292;INLAND;57400
18;2171;480;2.3011;INLAND;57500
42;2863;460;6.7138;NEAR BAY;368600
37;2116;503;2.535;NEAR BAY;174000
35;1958;484;2.95;NEAR BAY;148900
33;1954;464;3.0489;NEAR BAY;152600
24;3127;674;2.0417;INLAND;78800
17;1787;463;3.5521;<1H OCEAN;151500
46;2217;489;1.6851;<1H OCEAN;108800
34;2278;476;3.125;<1H OCEAN;154100
36;2241;419;4.6587;<1H OCEAN;161900
29;2110;460;3.6806;INLAND;130500
36;1514;453;2.1044;<1H OCEAN;148200
27;1580;510;2.0186;NEAR OCEAN;130000
32;1793;476;2.8981;<1H OCEAN;353600
44;2175;475;4.793;<1H OCEAN;470800
20;3301;779;3.7315;INLAND;159300
46;2066;450;3.9375;<1H OCEAN;187000
27;3230;449;6.5308;<1H OCEAN;287800
32;1378;492;3.4028;<1H OCEAN;183700
17;2727;462;4.8371;INLAND;160600
7;8806;1542;7.8005;INLAND;318100
38;2507;446;4.0972;INLAND;163700
52;2784;455;5.6402;INLAND;209800
31;2485;436;4.8;NEAR OCEAN;220800
16;2852;435;6.3761;<1H OCEAN;296200
8;3372;430;8.4284;<1H OCEAN;378300
11;2560;445;4.0625;NEAR OCEAN;87500
52;1860;575;4.775;NEAR BAY;500001
52;1580;470;3.2447;NEAR BAY;500001
52;2019;418;4.2212;NEAR BAY;271300
49;2747;472;5.482;NEAR BAY;366300
49;2176;441;4.2414;NEAR BAY;500001
20;1106;494;0.8894;<1H OCEAN;350000
46;2451;472;4.8519;<1H OCEAN;225800
18;1525;485;3.7198;<1H OCEAN;128600
16;2655;487;6.057;<1H OCEAN;246800
52;2246;472;2.4167;NEAR BAY;152700
52;1587;444;1.7652;NEAR BAY;336800
33;2242;517;1.7426;INLAND;60300
16;2867;559;2.7143;INLAND;95300
27;2462;484;3.32;INLAND;124700
20;2673;452;2.625;INLAND;97400
52;2530;458;3.9167;<1H OCEAN;321600
29;1996;489;3.6611;<1H OCEAN;344200
27;2215;440;3.0429;INLAND;129600
34;2376;468;4.1328;<1H OCEAN;176300
43;2339;487;3.0987;<1H OCEAN;139400
26;2483;412;5.1104;<1H OCEAN;220500
33;1884;477;3.1194;<1H OCEAN;152800
21;2198;462;4.1098;<1H OCEAN;246600
33;2534;495;4.3083;NEAR BAY;500001
36;2688;485;4.4583;NEAR BAY;308600
18;3548;474;6.925;<1H OCEAN;290300
25;2220;511;1.8914;INLAND;87800
33;3084;570;3.05;INLAND;97800
32;2364;439;3.319;INLAND;84500
15;2700;460;4.9063;INLAND;159800
48;2764;491;5.1249;NEAR OCEAN;432400
23;2785;468;4.3714;NEAR OCEAN;131000
18;2515;443;5.0201;<1H OCEAN;154400
10;1684;515;3.7891;NEAR OCEAN;206300
43;2268;438;4.9091;NEAR OCEAN;293200
52;1526;458;2.2069;NEAR OCEAN;226500
30;2330;422;3.8512;NEAR OCEAN;134600
35;2294;411;4.0667;<1H OCEAN;276900
22;2933;461;6.2034;<1H OCEAN;291100
27;2278;479;2.5148;INLAND;110200
35;2228;476;1.4455;INLAND;54100
37;3000;457;7.5385;NEAR BAY;350000
20;2512;449;3.9211;INLAND;92300
23;2128;442;2.625;INLAND;71500
21;2171;483;1.7105;INLAND;52100
33;2077;486;3.6019;<1H OCEAN;225000
23;1443;521;2.7543;<1H OCEAN;220000
36;1276;503;2.1766;<1H OCEAN;205600
38;1270;556;1.87;<1H OCEAN;170800
44;2395;458;4.6923;<1H OCEAN;299000
45;2456;495;3.9792;NEAR OCEAN;210200
35;2217;447;4.7319;<1H OCEAN;376100
19;2511;465;4.9107;<1H OCEAN;231900
12;3473;466;8.8636;<1H OCEAN;314000
17;2895;439;6.276;<1H OCEAN;290700
15;2355;438;6.5356;<1H OCEAN;272800
26;2033;463;2.5685;<1H OCEAN;80400
34;2627;468;4.7731;<1H OCEAN;199200
26;2523;437;5.2542;<1H OCEAN;234600
31;2191;459;2.6776;INLAND;122000
27;1827;509;2.0901;INLAND;52500
11;1607;478;2.05;NEAR OCEAN;100000
36;2448;475;2.5682;NEAR OCEAN;109100
31;2692;445;4.4583;<1H OCEAN;170000
22;2128;477;3.2687;NEAR OCEAN;131000
11;2786;480;4.5;<1H OCEAN;222600
45;2462;509;2.59;NEAR BAY;211800
39;2210;483;4.5833;NEAR BAY;342400
15;2532;458;2.5417;INLAND;92200
29;2644;464;5.0544;<1H OCEAN;261800
16;3245;469;5.8673;INLAND;154800
49;2308;452;1.8407;NEAR BAY;96700
52;2378;508;2.9583;NEAR BAY;166000
12;3425;549;5.3344;INLAND;217500
52;2167;480;1.6111;NEAR OCEAN;74700
14;1687;507;1.6635;INLAND;64400
52;1965;480;3.2824;<1H OCEAN;304800
37;1383;470;2.5;<1H OCEAN;207100
33;2318;464;3.7454;INLAND;116400
50;2443;494;4.7344;<1H OCEAN;314700
46;1824;438;3.4375;<1H OCEAN;156700
38;2009;524;2.7045;<1H OCEAN;155400
52;2569;484;4.1301;NEAR OCEAN;268400
42;2084;517;2.0057;<1H OCEAN;198200
25;1849;518;2.8378;<1H OCEAN;170000
11;1804;506;1.7574;<1H OCEAN;150000
36;2162;433;2.6797;INLAND;81800
8;2870;526;3.463;INLAND;201700
26;3521;455;10.2849;<1H OCEAN;500001
18;2024;462;3.5848;<1H OCEAN;186900
49;2527;461;4.0833;INLAND;114400
21;2471;473;4.025;INLAND;293800
27;1245;471;1.2668;NEAR OCEAN;225000
31;2695;491;4.7841;NEAR OCEAN;393500
34;2571;499;3.7778;NEAR OCEAN;150000
33;2321;480;4.9091;<1H OCEAN;270300
18;2226;490;1.6821;INLAND;69400
16;2037;464;2.4556;INLAND;97100
19;2778;431;5.2561;INLAND;121300
17;2654;478;5.4459;<1H OCEAN;223900
31;2424;533;1.871;NEAR BAY;90700
29;3025;477;6.112;NEAR BAY;390600
34;2854;528;3.5353;NEAR BAY;164700
45;2112;493;2.3456;NEAR BAY;105200
27;3074;452;5.4592;INLAND;139100
52;2228;475;3.5341;<1H OCEAN;182100
44;1856;461;2.5033;<1H OCEAN;131900
42;1670;;2.788;<1H OCEAN;150500
44;2144;477;2.3221;<1H OCEAN;161600
26;3022;476;6.0531;<1H OCEAN;186400
36;2752;459;5.0526;<1H OCEAN;269800
19;1793;447;2.6862;<1H OCEAN;195800
36;2696;454;3.9615;INLAND;116300
16;3973;483;9.8074;<1H OCEAN;417000
28;2043;430;5.2549;<1H OCEAN;261800
33;2890;453;6.5616;<1H OCEAN;290200
19;2648;478;5.9357;<1H OCEAN;207400
30;2320;448;4.0865;<1H OCEAN;203700
27;2375;537;3.0086;INLAND;126900
19;3170;444;6.1183;INLAND;221600
27;2744;464;3.8816;INLAND;147300
43;2160;504;2.4821;NEAR OCEAN;140600
16;3165;482;4.605;<1H OCEAN;263300
14;2816;501;5.0278;<1H OCEAN;210900
33;2854;489;4.3008;INLAND;136400
19;2610;474;4.1298;INLAND;222800
7;3329;504;4.7875;NEAR OCEAN;198300
48;2068;495;3.0375;<1H OCEAN;218500
19;3269;483;5.6205;<1H OCEAN;300800
22;2390;484;2.1458;INLAND;84700
4;2487;440;4.9103;INLAND;140400
35;2728;451;3.2768;INLAND;117600
23;1984;528;1.9375;INLAND;65300
16;3746;508;6.3303;<1H OCEAN;299400
43;2360;471;2.89;INLAND;86200
24;2329;465;4.5913;NEAR BAY;177600
28;2414;415;4.8403;<1H OCEAN;268600
19;2487;485;3.1061;INLAND;110200
16;2919;462;5.6779;INLAND;164700
16;3216;464;5.25;INLAND;161700
19;2283;634;1.2227;<1H OCEAN;76800
17;1959;484;2.1357;INLAND;53500
41;1908;503;2.9194;<1H OCEAN;162000
21;1641;491;2.087;<1H OCEAN;141300
20;1193;454;2.1806;<1H OCEAN;180000
41;1733;492;1.6221;<1H OCEAN;104200
37;1828;460;4.337;<1H OCEAN;360600
40;2434;477;3.2024;<1H OCEAN;128000
17;3769;908;3.05;INLAND;188900
27;2248;466;3.2545;<1H OCEAN;131200
48;2278;477;2.9643;NEAR BAY;154000
25;3164;449;6.7921;<1H OCEAN;266000
32;2342;570;4.1951;<1H OCEAN;195000
35;2985;474;5.4631;<1H OCEAN;225600
17;1989;411;4.1603;<1H OCEAN;160500
24;2991;500;5.4286;<1H OCEAN;273400
16;1689;499;3.1205;<1H OCEAN;174000
40;2277;498;1.9472;INLAND;73200
23;2628;499;3.0952;INLAND;157700
38;2458;488;2.875;INLAND;99100
16;3109;450;6.6319;NEAR OCEAN;269600
9;1944;488;2.066;<1H OCEAN;127200
46;2009;464;3.7188;NEAR BAY;500001
52;2453;508;3.6859;NEAR OCEAN;311800
46;2270;427;3.3235;INLAND;87800
17;2474;480;3.275;INLAND;156500
18;3418;686;3.7738;NEAR OCEAN;279400
5;3264;442;9.1415;NEAR BAY;500001
44;2035;476;1.4661;INLAND;65200
30;2747;515;2.9828;INLAND;85200
21;2309;424;2.9886;INLAND;87500
45;2718;451;4.6563;NEAR BAY;231800
41;2036;510;2.0469;NEAR BAY;89300
29;2304;399;5.0187;NEAR BAY;140600
36;2294;489;1.8975;INLAND;60900
36;2406;432;4.6944;<1H OCEAN;221800
34;2421;475;4.6852;<1H OCEAN;296200
30;2345;496;2.4375;INLAND;112100
32;1780;484;2.4464;INLAND;169600
50;1951;458;3;<1H OCEAN;163200
45;2110;494;2.9803;<1H OCEAN;165900
38;1794;508;2.6654;<1H OCEAN;142200
25;1808;440;3.025;<1H OCEAN;156900
19;3913;460;7.2147;<1H OCEAN;303900
31;2043;468;3.5329;<1H OCEAN;187400
35;2301;467;3.9566;<1H OCEAN;167800
18;3414;434;8.7015;<1H OCEAN;390900
38;2968;475;5.0497;INLAND;191700
19;2655;438;5.2817;INLAND;140600
32;2915;492;3.3188;INLAND;117100
43;2373;481;4.0985;NEAR OCEAN;283200
47;2496;494;4.0353;NEAR BAY;342200
22;2845;500;5.6604;NEAR OCEAN;276400
20;2428;473;3.6797;NEAR OCEAN;263800
23;2801;507;3.5081;INLAND;116700
4;3273;495;5.3345;NEAR BAY;176100
19;3244;449;5.8369;<1H OCEAN;255700
21;4924;966;2.9457;INLAND;116500
43;3045;499;4.9559;NEAR BAY;273000
36;2879;480;4.9801;NEAR BAY;241500
23;2263;497;2.3403;INLAND;87300
20;2822;479;4.5625;INLAND;136900
23;2502;481;2.5625;INLAND;70000
35;2353;483;2.325;INLAND;63200
34;2185;469;2.1136;INLAND;57300
34;2300;429;4.2656;<1H OCEAN;233700
27;1572;450;2.5562;<1H OCEAN;190500
45;2195;483;3.3864;<1H OCEAN;397900
44;2261;555;1.9125;<1H OCEAN;97200
36;1989;458;3.3009;<1H OCEAN;168000
41;2067;452;5.5756;<1H OCEAN;309900
46;2477;458;5.5;INLAND;289700
42;1384;458;1.4178;<1H OCEAN;145500
29;1929;523;5.5347;<1H OCEAN;500001
48;2491;460;4.4375;NEAR BAY;370000
15;1898;476;2.4929;<1H OCEAN;158500
35;2984;446;5.6276;<1H OCEAN;200800
25;1731;482;3.256;<1H OCEAN;214300
35;1521;457;1.9013;INLAND;86900
52;2424;528;1.4815;INLAND;77900
48;1498;448;1.1687;INLAND;70800
40;2374;500;2.189;INLAND;72500
52;3146;478;6.1407;NEAR BAY;500001
52;1460;492;2.5833;<1H OCEAN;167500
32;2782;495;5.4103;<1H OCEAN;335900
35;2693;493;6.0777;<1H OCEAN;327500
47;2403;517;2.5954;NEAR OCEAN;229400
38;2708;460;3.0905;INLAND;78200
52;2026;482;3.2727;NEAR BAY;268500
3;2456;582;4.4087;<1H OCEAN;225600
17;2677;531;3.0313;NEAR OCEAN;103600
21;2692;477;4.5417;<1H OCEAN;238900
46;2387;488;3.6058;<1H OCEAN;257900
45;1860;472;2.6573;<1H OCEAN;141800
18;1307;441;2.9338;<1H OCEAN;276300
41;2004;481;3.1779;<1H OCEAN;171100
46;2230;488;2.2328;<1H OCEAN;142100
44;2012;435;3.3229;<1H OCEAN;226600
20;2062;466;1.5319;INLAND;50500
27;2521;484;3.0911;INLAND;86900
17;1441;530;2.425;<1H OCEAN;171700
16;2497;500;4.5909;<1H OCEAN;241800
30;2406;462;4.485;<1H OCEAN;180600
33;2683;436;5.0091;<1H OCEAN;211500
28;2401;503;3.5139;<1H OCEAN;211700
20;2451;475;3.3966;INLAND;115000
34;2447;503;3.058;INLAND;133000
31;3114;430;6.244;INLAND;240000
14;3205;465;5.7452;INLAND;240900
30;2674;428;4.2969;INLAND;165600
40;1809;474;2.6518;NEAR OCEAN;179800
15;2593;521;4.2065;NEAR OCEAN;277800
52;1254;469;2.1516;NEAR BAY;187500
52;2285;509;4.7946;NEAR BAY;355600
52;2206;478;3.7105;NEAR BAY;250500
26;2192;438;4.5352;NEAR BAY;374200
43;2661;455;4.2421;NEAR OCEAN;257500
39;1839;471;2.6818;<1H OCEAN;184900
20;2308;461;4.2589;<1H OCEAN;191000
8;3088;474;7.2707;<1H OCEAN;355300
29;2551;448;4.3587;<1H OCEAN;196400
22;2078;431;2.2202;INLAND;65200
52;1710;481;2.7115;NEAR BAY;220800
33;3398;500;6.5814;NEAR BAY;314200
17;2616;492;2.8807;INLAND;142600
35;2314;443;2.9506;INLAND;73800
22;2803;438;4.5179;INLAND;99600
16;2668;454;3.9792;INLAND;88900
25;1689;495;1.9056;INLAND;60000
14;2719;502;3.176;INLAND;71800
20;2507;577;2.3083;INLAND;60200
37;2330;434;8.2335;<1H OCEAN;430200
36;2464;472;4.5074;NEAR OCEAN;350000
31;2017;462;2.067;<1H OCEAN;167300
26;3343;455;7.0778;<1H OCEAN;334300
49;1962;435;3.2898;<1H OCEAN;200000
43;1949;464;3.3214;<1H OCEAN;209300
33;2263;511;3.5556;<1H OCEAN;172800
22;1981;472;4.0878;<1H OCEAN;153700
31;1648;484;1.5844;NEAR OCEAN;162500
36;2715;474;4.6042;NEAR OCEAN;357300
35;2396;472;6.4504;<1H OCEAN;407000
15;2608;458;5.5148;<1H OCEAN;253500
23;2095;536;3.0543;<1H OCEAN;92400
21;2322;518;3.1679;<1H OCEAN;110000
17;2178;477;3.6815;<1H OCEAN;245300
18;3307;547;4.566;INLAND;116900
46;2443;476;3.5893;INLAND;142000
52;3170;476;4.63;INLAND;233800
21;3787;492;9.6023;<1H OCEAN;391300
7;2810;464;4.4655;<1H OCEAN;182800
28;2593;487;3.3929;INLAND;113000
38;2152;451;2.5025;INLAND;101900
36;2238;479;2.3769;NEAR BAY;157300
28;1643;489;3.1607;<1H OCEAN;200600
30;2871;470;5.0232;<1H OCEAN;253900
48;1521;513;2.2232;<1H OCEAN;162500
27;1611;479;0.8941;<1H OCEAN;91900
46;1650;463;2.3403;<1H OCEAN;114100
52;2579;494;2.0809;<1H OCEAN;109600
27;2217;520;3.8935;<1H OCEAN;500001
42;2267;478;3.2015;<1H OCEAN;250000
34;2837;460;6.5722;INLAND;437400
36;2875;552;4.3083;INLAND;269300
43;1876;454;2.0323;<1H OCEAN;112500
36;2750;487;4.9904;<1H OCEAN;221700
45;1928;453;4.2813;<1H OCEAN;210100
18;2837;522;4.5272;<1H OCEAN;221000
25;2365;471;3.7031;<1H OCEAN;227800
23;3596;451;8.5403;<1H OCEAN;451300
26;1888;429;3.3393;<1H OCEAN;168600
18;1639;491;2.1838;<1H OCEAN;159700
25;2999;439;5.6973;INLAND;164800
20;2462;496;3.2321;INLAND;162500
5;2185;488;3.7917;INLAND;103000
24;2587;491;3.5066;NEAR OCEAN;133400
48;2464;459;4.4946;NEAR BAY;358600
52;2342;458;3.7036;NEAR BAY;369200
27;3339;481;7.3081;NEAR OCEAN;464600
22;3488;452;7.1687;NEAR OCEAN;384400
33;2545;467;5.5;<1H OCEAN;282200
30;2156;487;2.7875;NEAR OCEAN;245000
18;2232;440;3.8269;NEAR OCEAN;276000
49;2365;504;2.6133;NEAR BAY;103100
40;2725;531;3.7969;<1H OCEAN;202800
41;1974;482;2.905;<1H OCEAN;159300
26;3135;480;6.1949;<1H OCEAN;243500
52;2033;486;3.1603;NEAR BAY;269500
48;2153;517;3.0417;NEAR BAY;489600
13;4495;856;2.5352;INLAND;113700
34;2738;475;3.5368;INLAND;122500
45;2225;486;2.64;NEAR BAY;112100
26;2711;508;4.1451;NEAR OCEAN;326700
41;1979;496;4.4083;<1H OCEAN;217700
48;2584;483;4.2396;<1H OCEAN;245100
50;2388;494;2.8818;INLAND;167200
30;1700;504;2.227;INLAND;91900
37;2246;481;4.2944;<1H OCEAN;354700
38;2573;484;3.0208;<1H OCEAN;193700
24;1705;479;2.4219;<1H OCEAN;137500
52;1241;502;2.3098;<1H OCEAN;500001
48;2741;439;5.0514;<1H OCEAN;269100
10;2726;465;4.8295;INLAND;319100
3;3425;611;4.1779;INLAND;147800
42;2689;510;4.6182;NEAR OCEAN;301000
14;3541;499;5.3351;NEAR BAY;269900
19;2968;503;5.3339;<1H OCEAN;371700
24;1494;494;2.1074;<1H OCEAN;181300
26;3259;456;5.7817;<1H OCEAN;267600
17;2830;502;5.1785;<1H OCEAN;247300
33;2275;469;2.7452;INLAND;98100
52;2035;483;2.6976;INLAND;109300
17;2681;470;3.875;INLAND;118500
17;9419;1455;6.2233;INLAND;230900
52;2564;502;3.5302;NEAR BAY;329600
16;2128;441;3.1779;INLAND;97300
32;2564;513;2.9083;INLAND;113400
41;2267;486;4.1146;NEAR BAY;272200
36;1770;499;2.56;NEAR OCEAN;273100
7;1479;532;2.2538;<1H OCEAN;162500
26;2762;496;5.6062;<1H OCEAN;226800
16;2753;494;3.8323;INLAND;128300
52;2183;465;3.2632;NEAR BAY;227700
45;1786;526;1.7772;NEAR BAY;97500
18;2741;449;4.7566;INLAND;142500
27;2845;417;4.9196;INLAND;117900
45;1839;459;2.5625;<1H OCEAN;138000
44;1273;474;1.6037;<1H OCEAN;275000
38;1745;457;2.85;<1H OCEAN;219000
28;2492;507;2.7857;<1H OCEAN;150300
20;2063;486;2.5035;NEAR BAY;153200
30;2196;486;4.4135;<1H OCEAN;272300
25;2070;513;2.9312;<1H OCEAN;220100
19;1991;528;3.1538;<1H OCEAN;252100
24;2749;498;4.025;<1H OCEAN;240700
21;2281;557;2.8625;<1H OCEAN;189600
23;2790;430;4.3288;INLAND;133700
15;3057;510;3.9741;INLAND;141100
28;1605;501;2.5991;NEAR OCEAN;147500
30;1729;457;1.7;NEAR OCEAN;85900
15;3310;488;6.1009;<1H OCEAN;314400
15;2755;519;4.0408;<1H OCEAN;225900
45;2564;499;4.7328;NEAR BAY;351100
25;1858;493;3.0938;NEAR OCEAN;312500
16;2952;446;5.6063;<1H OCEAN;320500
22;2195;489;1.4125;INLAND;66500
20;3306;503;5.7984;NEAR BAY;297600
20;2806;477;4.75;<1H OCEAN;190500
29;2911;445;4.9904;INLAND;158100
38;2948;478;4.0556;INLAND;146900
3;1565;464;2.1187;INLAND;231300
34;2358;498;3.3618;INLAND;174600
4;2171;597;4.1016;INLAND;170500
16;3324;479;7.6166;INLAND;260400
25;2392;474;3.5076;NEAR OCEAN;73600
27;2533;518;2.9708;INLAND;60900
41;2000;485;3.0491;<1H OCEAN;192000
48;1601;464;3.0642;<1H OCEAN;342900
35;1368;486;1.913;<1H OCEAN;114300
32;2242;490;4.0429;<1H OCEAN;500001
44;2825;453;5.9544;<1H OCEAN;377200
38;2438;442;3.6995;<1H OCEAN;260100
32;1788;459;3.5278;<1H OCEAN;166100
14;1835;468;2.3879;<1H OCEAN;129800
22;3760;482;7.8537;<1H OCEAN;354900
17;2772;449;5.0464;INLAND;163900
5;2108;496;2;INLAND;83000
43;2167;464;3.125;NEAR OCEAN;192200
